DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,20,4,FALSE,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O9_A2_TR1_T1_20250412-011854/save-04.12.2025_01.18.54/final_model.zip,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939_TEST_WITH_ADOPTED_MAZES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt,,,,,,,,,,,,,,,,,,,
918,kein_Terminated,Zeit abgelaufen,0.48,61,120.75,300.5,8,0,20250415-040814,,,,,,,,,,,,,,,,,,,
919,kein_Terminated,Zeit abgelaufen,0.56,15,5791.25,300.5,8,4,20250415-040829,,,,,,,,,,,,,,,,,,,
920,kein_Terminated,Zeit abgelaufen,0.46,2,5821,300.5,8,4,20250415-040844,,,,,,,,,,,,,,,,,,,
921,kein_Terminated,Zeit abgelaufen,0.45,109,-5159.25,300.5,8,4,20250415-040859,,,,,,,,,,,,,,,,,,,
922,kein_Terminated,Zeit abgelaufen,0.51,1,6517.75,300.5,8,4,20250415-040913,,,,,,,,,,,,,,,,,,,
923,kein_Terminated,Zeit abgelaufen,0.47,11,4970.25,300.5,8,4,20250415-040928,,,,,,,,,,,,,,,,,,,
924,kein_Terminated,Zeit abgelaufen,0.34,16,2778.5,300.5,15,5,20250415-040943,,,,,,,,,,,,,,,,,,,
925,kein_Terminated,Zeit abgelaufen,0.29,47,-960.75,300.5,15,5,20250415-040958,,,,,,,,,,,,,,,,,,,
926,kein_Terminated,Zeit abgelaufen,0.17,321,-30118.25,300.5,15,5,20250415-041012,,,,,,,,,,,,,,,,,,,
927,kein_Terminated,Zeit abgelaufen,0.38,34,1449,300.5,15,5,20250415-041027,,,,,,,,,,,,,,,,,,,
928,kein_Terminated,Zeit abgelaufen,0.22,9,1955.75,300.5,15,1,20250415-041042,,,,,,,,,,,,,,,,,,,
929,kein_Terminated,Zeit abgelaufen,0.11,28,-1430.5,300.5,15,1,20250415-041056,,,,,,,,,,,,,,,,,,,
930,kein_Terminated,Zeit abgelaufen,0.17,311,-29118.75,300.5,15,9,20250415-041110,,,,,,,,,,,,,,,,,,,
931,kein_Terminated,Zeit abgelaufen,0.54,100,-3044.5,300.5,8,5,20250415-041125,,,,,,,,,,,,,,,,,,,
932,kein_Terminated,Zeit abgelaufen,0.61,29,4972.75,300.5,8,5,20250415-041139,,,,,,,,,,,,,,,,,,,
933,kein_Terminated,Zeit abgelaufen,0.24,23,845.25,300.5,8,2,20250415-041154,,,,,,,,,,,,,,,,,,,
934,kein_Terminated,Zeit abgelaufen,0.3,124,-8618.5,300.5,8,2,20250415-041208,,,,,,,,,,,,,,,,,,,
935,kein_Terminated,Zeit abgelaufen,0.1,556,-54666.5,300.5,8,9,20250415-041222,,,,,,,,,,,,,,,,,,,
936,kein_Terminated,Zeit abgelaufen,0.32,0,4230.5,300.5,8,9,20250415-041236,,,,,,,,,,,,,,,,,,,
937,kein_Terminated,Zeit abgelaufen,0.67,32,5482.5,300.5,8,5,20250415-041250,,,,,,,,,,,,,,,,,,,
938,kein_Terminated,Zeit abgelaufen,0.41,12,4206.25,300.5,8,9,20250415-041304,,,,,,,,,,,,,,,,,,,
939,kein_Terminated,Zeit abgelaufen,0.5,78,-1296,300.5,8,9,20250415-041319,,,,,,,,,,,,,,,,,,,
940,kein_Terminated,Zeit abgelaufen,0.61,16,6342.5,300.5,8,6,20250415-041333,,,,,,,,,,,,,,,,,,,
941,kein_Terminated,Zeit abgelaufen,0.53,24,4500.5,300.5,8,6,20250415-041348,,,,,,,,,,,,,,,,,,,
942,kein_Terminated,Zeit abgelaufen,0.38,31,1819.25,300.5,8,7,20250415-041403,,,,,,,,,,,,,,,,,,,
943,kein_Terminated,Zeit abgelaufen,0.36,2,4565,300.5,8,7,20250415-041417,,,,,,,,,,,,,,,,,,,
944,kein_Terminated,Zeit abgelaufen,0.36,3,4352.25,300.5,8,2,20250415-041432,,,,,,,,,,,,,,,,,,,
945,kein_Terminated,Zeit abgelaufen,0.64,7,7653.25,300.5,8,6,20250415-041446,,,,,,,,,,,,,,,,,,,
946,kein_Terminated,Zeit abgelaufen,0.6,25,5219.75,300.5,8,6,20250415-041501,,,,,,,,,,,,,,,,,,,
947,kein_Terminated,Zeit abgelaufen,0.5,100,-3568.5,300.5,8,4,20250415-041516,,,,,,,,,,,,,,,,,,,
948,kein_Terminated,Zeit abgelaufen,0.52,23,4429.25,300.5,8,4,20250415-041531,,,,,,,,,,,,,,,,,,,
949,kein_Terminated,Zeit abgelaufen,0.15,3,1640.25,300.5,8,1,20250415-041545,,,,,,,,,,,,,,,,,,,
950,kein_Terminated,Zeit abgelaufen,0.43,9,4735.75,300.5,8,1,20250415-041559,,,,,,,,,,,,,,,,,,,
951,kein_Terminated,Zeit abgelaufen,0.5,56,844.5,300.5,8,0,20250415-041614,,,,,,,,,,,,,,,,,,,
952,kein_Terminated,Zeit abgelaufen,0.43,11,4058.25,300.5,26,4,20250415-041632,,,,,,,,,,,,,,,,,,,
953,kein_Terminated,Zeit abgelaufen,0.35,209,-16818.25,300.5,26,4,20250415-041650,,,,,,,,,,,,,,,,,,,
954,kein_Terminated,Zeit abgelaufen,0.39,9,3799.75,300.5,26,6,20250415-041709,,,,,,,,,,,,,,,,,,,
955,kein_Terminated,Zeit abgelaufen,0.36,7,3657.25,300.5,26,6,20250415-041727,,,,,,,,,,,,,,,,,,,
956,kein_Terminated,Zeit abgelaufen,0.48,33,2405.75,300.5,26,0,20250415-041746,,,,,,,,,,,,,,,,,,,
957,kein_Terminated,Zeit abgelaufen,0.37,45,-55.25,300.5,26,0,20250415-041804,,,,,,,,,,,,,,,,,,,
958,kein_Terminated,Zeit abgelaufen,0.43,96,-4545.5,300.5,26,4,20250415-041823,,,,,,,,,,,,,,,,,,,
959,kein_Terminated,Zeit abgelaufen,0.41,5,4458.75,300.5,26,8,20250415-041842,,,,,,,,,,,,,,,,,,,
960,kein_Terminated,Zeit abgelaufen,0.4,25,2227.75,300.5,26,8,20250415-041901,,,,,,,,,,,,,,,,,,,
961,kein_Terminated,Zeit abgelaufen,0.58,16,5270.5,300.5,26,4,20250415-041919,,,,,,,,,,,,,,,,,,,
962,kein_Terminated,Zeit abgelaufen,0.41,22,2666,300.5,26,4,20250415-041938,,,,,,,,,,,,,,,,,,,
963,kein_Terminated,Zeit abgelaufen,0.44,8,4432.5,300.5,26,2,20250415-041957,,,,,,,,,,,,,,,,,,,
964,kein_Terminated,Zeit abgelaufen,0.52,14,4828,300.5,26,2,20250415-042015,,,,,,,,,,,,,,,,,,,
965,kein_Terminated,Zeit abgelaufen,0.58,11,5858.25,300.5,26,7,20250415-042034,,,,,,,,,,,,,,,,,,,
966,kein_Terminated,Zeit abgelaufen,0.33,10,2915,300.5,26,2,20250415-042053,,,,,,,,,,,,,,,,,,,
967,kein_Terminated,Zeit abgelaufen,0.32,34,469,300.5,26,2,20250415-042111,,,,,,,,,,,,,,,,,,,
968,kein_Terminated,Zeit abgelaufen,0.35,4,3863.5,300.5,26,1,20250415-042130,,,,,,,,,,,,,,,,,,,
969,kein_Terminated,Zeit abgelaufen,0.62,8,6580.5,300.5,26,1,20250415-042149,,,,,,,,,,,,,,,,,,,
970,kein_Terminated,Zeit abgelaufen,0.41,15,3467.25,300.5,26,8,20250415-042208,,,,,,,,,,,,,,,,,,,
971,kein_Terminated,Zeit abgelaufen,0.4,22,2614,300.5,26,8,20250415-042226,,,,,,,,,,,,,,,,,,,
972,kein_Terminated,Zeit abgelaufen,0.59,20,5059.5,300.5,26,7,20250415-042245,,,,,,,,,,,,,,,,,,,
973,kein_Terminated,Zeit abgelaufen,0.65,27,5778.25,300.5,0,2,20250415-042259,,,,,,,,,,,,,,,,,,,
974,kein_Terminated,Zeit abgelaufen,0.56,16,5710.5,300.5,0,2,20250415-042314,,,,,,,,,,,,,,,,,,,
975,kein_Terminated,Zeit abgelaufen,0.4,10,4215,300.5,0,6,20250415-042329,,,,,,,,,,,,,,,,,,,
976,kein_Terminated,Zeit abgelaufen,0.56,33,3965.75,300.5,0,6,20250415-042343,,,,,,,,,,,,,,,,,,,
977,kein_Terminated,Zeit abgelaufen,0.43,8,4780.5,300.5,0,6,20250415-042357,,,,,,,,,,,,,,,,,,,
978,kein_Terminated,Zeit abgelaufen,0.54,20,5063.5,300.5,0,6,20250415-042412,,,,,,,,,,,,,,,,,,,
979,kein_Terminated,Zeit abgelaufen,0.47,12,4929.5,300.5,0,8,20250415-042426,,,,,,,,,,,,,,,,,,,
980,kein_Terminated,Zeit abgelaufen,0.47,4,5247.5,300.5,26,1,20250415-042445,,,,,,,,,,,,,,,,,,,
981,kein_Terminated,Zeit abgelaufen,0.67,30,4980,300.5,26,1,20250415-042504,,,,,,,,,,,,,,,,,,,
982,kein_Terminated,Zeit abgelaufen,0.45,8,4584.5,300.5,26,5,20250415-042522,,,,,,,,,,,,,,,,,,,
983,kein_Terminated,Zeit abgelaufen,0.12,15,-16.75,300.5,26,5,20250415-042540,,,,,,,,,,,,,,,,,,,
984,kein_Terminated,Zeit abgelaufen,0.09,2,893,300.5,26,6,20250415-042559,,,,,,,,,,,,,,,,,,,
985,kein_Terminated,Zeit abgelaufen,0.1,1,1093.75,300.5,26,6,20250415-042617,,,,,,,,,,,,,,,,,,,
986,kein_Terminated,Zeit abgelaufen,0.09,6,458,300.5,26,6,20250415-042635,,,,,,,,,,,,,,,,,,,
987,kein_Terminated,Zeit abgelaufen,0.51,124,-5718.5,300.5,5,7,20250415-042649,,,,,,,,,,,,,,,,,,,
988,kein_Terminated,Zeit abgelaufen,0.65,28,5701.5,300.5,5,7,20250415-042703,,,,,,,,,,,,,,,,,,,
989,kein_Terminated,Zeit abgelaufen,0.61,113,-3354.25,300.5,5,2,20250415-042717,,,,,,,,,,,,,,,,,,,
990,kein_Terminated,Zeit abgelaufen,0.66,12,7505.5,300.5,5,2,20250415-042732,,,,,,,,,,,,,,,,,,,
991,kein_Terminated,Zeit abgelaufen,0.68,10,7939,300.5,5,0,20250415-042746,,,,,,,,,,,,,,,,,,,
992,kein_Terminated,Zeit abgelaufen,0.67,77,1132.75,300.5,5,0,20250415-042800,,,,,,,,,,,,,,,,,,,
993,kein_Terminated,Zeit abgelaufen,0.55,66,617,300.5,5,0,20250415-042814,,,,,,,,,,,,,,,,,,,
994,kein_Terminated,Zeit abgelaufen,0.59,29,4128.75,300.5,26,7,20250415-042833,,,,,,,,,,,,,,,,,,,
995,kein_Terminated,Zeit abgelaufen,0.57,15,5363.25,300.5,26,7,20250415-042852,,,,,,,,,,,,,,,,,,,
996,kein_Terminated,Zeit abgelaufen,0.5,8,5228.5,300.5,26,9,20250415-042911,,,,,,,,,,,,,,,,,,,
12,kein_Terminated,Zeit abgelaufen,0.03,589,-58851.25,300.5,5,1,20250415-042939,,,,,,,,,,,,,,,,,,,
997,kein_Terminated,Zeit abgelaufen,0.37,3,4144.25,300.5,26,9,20250415-042944,,,,,,,,,,,,,,,,,,,
998,kein_Terminated,Zeit abgelaufen,0.13,17,-78.25,300.5,26,5,20250415-043002,,,,,,,,,,,,,,,,,,,
999,kein_Terminated,Zeit abgelaufen,0.57,31,3651.25,300.5,26,5,20250415-043021,,,,,,,,,,,,,,,,,,,
1000,kein_Terminated,Zeit abgelaufen,0.56,10,5699,300.5,26,0,20250415-043039,,,,,,,,,,,,,,,,,,,
1001,kein_Terminated,Zeit abgelaufen,0.51,238,-17180,300.5,5,0,20250415-043053,,,,,,,,,,,,,,,,,,,
1002,kein_Terminated,Zeit abgelaufen,0.56,65,845.75,300.5,5,0,20250415-043107,,,,,,,,,,,,,,,,,,,
1003,kein_Terminated,Zeit abgelaufen,0.5,145,-8046.25,300.5,5,8,20250415-043121,,,,,,,,,,,,,,,,,,,
1004,kein_Terminated,Zeit abgelaufen,0.61,8,7284.5,300.5,5,8,20250415-043135,,,,,,,,,,,,,,,,,,,
1005,kein_Terminated,Zeit abgelaufen,0.69,15,7595.25,300.5,5,4,20250415-043150,,,,,,,,,,,,,,,,,,,
1006,kein_Terminated,Zeit abgelaufen,0.54,18,5361,300.5,5,4,20250415-043204,,,,,,,,,,,,,,,,,,,
1007,kein_Terminated,Zeit abgelaufen,0.62,19,6232.25,300.5,5,2,20250415-043219,,,,,,,,,,,,,,,,,,,
1008,kein_Terminated,Zeit abgelaufen,0.18,95,-7164.75,300.5,15,9,20250415-043234,,,,,,,,,,,,,,,,,,,
1009,kein_Terminated,Zeit abgelaufen,0.33,280,-23943.5,300.5,15,9,20250415-043248,,,,,,,,,,,,,,,,,,,
1010,kein_Terminated,Zeit abgelaufen,0.15,118,-9918,300.5,15,9,20250415-043302,,,,,,,,,,,,,,,,,,,
1011,kein_Terminated,Zeit abgelaufen,0.14,17,173.75,300.5,15,9,20250415-043317,,,,,,,,,,,,,,,,,,,
1012,kein_Terminated,Zeit abgelaufen,0.22,276,-24883.75,300.5,15,8,20250415-043331,,,,,,,,,,,,,,,,,,,
1013,kein_Terminated,Zeit abgelaufen,0.16,263,-24418.75,300.5,15,8,20250415-043346,,,,,,,,,,,,,,,,,,,
1014,kein_Terminated,Zeit abgelaufen,0.35,111,-6672.75,300.5,15,7,20250415-043401,,,,,,,,,,,,,,,,,,,
1015,kein_Terminated,Zeit abgelaufen,0.41,5,4358.75,300.5,26,2,20250415-043420,,,,,,,,,,,,,,,,,,,
1016,kein_Terminated,Zeit abgelaufen,0.45,6,4842,300.5,26,2,20250415-043439,,,,,,,,,,,,,,,,,,,
1017,kein_Terminated,Zeit abgelaufen,0.37,7,3793.25,300.5,26,8,20250415-043457,,,,,,,,,,,,,,,,,,,
1018,kein_Terminated,Zeit abgelaufen,0.53,15,4831.25,300.5,26,8,20250415-043516,,,,,,,,,,,,,,,,,,,
1019,kein_Terminated,Zeit abgelaufen,0.54,26,3791,300.5,26,6,20250415-043535,,,,,,,,,,,,,,,,,,,
1020,kein_Terminated,Zeit abgelaufen,0.53,23,4029.25,300.5,26,6,20250415-043554,,,,,,,,,,,,,,,,,,,
1021,kein_Terminated,Zeit abgelaufen,0.48,9,4791.75,300.5,26,4,20250415-043612,,,,,,,,,,,,,,,,,,,
1022,kein_Terminated,Zeit abgelaufen,0.24,26,487,300.5,15,5,20250415-043627,,,,,,,,,,,,,,,,,,,
1023,kein_Terminated,Zeit abgelaufen,0.25,17,1449.75,300.5,15,5,20250415-043642,,,,,,,,,,,,,,,,,,,
1024,kein_Terminated,Zeit abgelaufen,0.39,46,388,300.5,15,3,20250415-043657,,,,,,,,,,,,,,,,,,,
1025,kein_Terminated,Zeit abgelaufen,0.3,149,-11105.25,300.5,15,3,20250415-043712,,,,,,,,,,,,,,,,,,,
1026,kein_Terminated,Zeit abgelaufen,0.22,69,-4081.25,300.5,15,9,20250415-043728,,,,,,,,,,,,,,,,,,,
1027,kein_Terminated,Zeit abgelaufen,0.16,97,-7670.25,300.5,15,9,20250415-043742,,,,,,,,,,,,,,,,,,,
1028,kein_Terminated,Zeit abgelaufen,0.29,89,-5164.25,300.5,15,4,20250415-043758,,,,,,,,,,,,,,,,,,,
1029,kein_Terminated,Zeit abgelaufen,0.25,37,-761.25,300.5,26,9,20250415-043816,,,,,,,,,,,,,,,,,,,
1030,kein_Terminated,Zeit abgelaufen,0.53,9,5479.75,300.5,26,9,20250415-043835,,,,,,,,,,,,,,,,,,,
1031,kein_Terminated,Zeit abgelaufen,0.39,14,3228,300.5,26,4,20250415-043854,,,,,,,,,,,,,,,,,,,
1032,kein_Terminated,Zeit abgelaufen,0.45,143,-9008.75,300.5,26,4,20250415-043912,,,,,,,,,,,,,,,,,,,
1033,kein_Terminated,Zeit abgelaufen,0.48,84,-2708.5,300.5,26,3,20250415-043931,,,,,,,,,,,,,,,,,,,
1034,kein_Terminated,Zeit abgelaufen,0.42,186,-13717,300.5,26,3,20250415-043950,,,,,,,,,,,,,,,,,,,
1035,kein_Terminated,Zeit abgelaufen,0.44,46,648,300.5,26,3,20250415-044009,,,,,,,,,,,,,,,,,,,
1036,kein_Terminated,Zeit abgelaufen,0.23,430,-40296,300.5,15,9,20250415-044025,,,,,,,,,,,,,,,,,,,
1037,kein_Terminated,Zeit abgelaufen,0.31,177,-13870.25,300.5,15,9,20250415-044040,,,,,,,,,,,,,,,,,,,
1038,kein_Terminated,Zeit abgelaufen,0.27,30,476,300.5,15,6,20250415-044055,,,,,,,,,,,,,,,,,,,
1039,kein_Terminated,Zeit abgelaufen,0.16,78,-5832,300.5,15,6,20250415-044110,,,,,,,,,,,,,,,,,,,
1040,kein_Terminated,Zeit abgelaufen,0.19,155,-13165.75,300.5,15,6,20250415-044125,,,,,,,,,,,,,,,,,,,
1041,kein_Terminated,Zeit abgelaufen,0.04,489,-48680.25,300.5,15,6,20250415-044139,,,,,,,,,,,,,,,,,,,
1042,kein_Terminated,Zeit abgelaufen,0.26,35,-123.75,300.5,15,9,20250415-044153,,,,,,,,,,,,,,,,,,,
1043,kein_Terminated,Zeit abgelaufen,0.33,188,-14638.5,300.5,0,8,20250415-044207,,,,,,,,,,,,,,,,,,,
1044,kein_Terminated,Zeit abgelaufen,0.51,103,-3718.75,300.5,0,8,20250415-044222,,,,,,,,,,,,,,,,,,,
1045,kein_Terminated,Zeit abgelaufen,0.5,131,-6655.75,300.5,0,7,20250415-044236,,,,,,,,,,,,,,,,,,,
1046,kein_Terminated,Zeit abgelaufen,0.68,120,-3255.5,300.5,0,7,20250415-044250,,,,,,,,,,,,,,,,,,,
1047,kein_Terminated,Zeit abgelaufen,0.63,102,-2058,300.5,0,8,20250415-044304,,,,,,,,,,,,,,,,,,,
1048,kein_Terminated,Zeit abgelaufen,0.49,18,4537,300.5,0,8,20250415-044319,,,,,,,,,,,,,,,,,,,
1049,kein_Terminated,Zeit abgelaufen,0.69,15,7511.25,300.5,0,2,20250415-044334,,,,,,,,,,,,,,,,,,,
1050,kein_Terminated,Zeit abgelaufen,0.55,17,5517.75,300.5,5,8,20250415-044348,,,,,,,,,,,,,,,,,,,
1051,kein_Terminated,Zeit abgelaufen,0.63,27,5638.25,300.5,5,8,20250415-044402,,,,,,,,,,,,,,,,,,,
1052,kein_Terminated,Zeit abgelaufen,0.45,264,-20607.5,300.5,5,8,20250415-044416,,,,,,,,,,,,,,,,,,,
1053,kein_Terminated,Zeit abgelaufen,0.31,153,-11248.25,300.5,5,8,20250415-044431,,,,,,,,,,,,,,,,,,,
1054,kein_Terminated,Zeit abgelaufen,0.61,11,7010.25,300.5,5,8,20250415-044445,,,,,,,,,,,,,,,,,,,
1055,kein_Terminated,Zeit abgelaufen,0.69,16,7446.5,300.5,5,8,20250415-044459,,,,,,,,,,,,,,,,,,,
1056,kein_Terminated,Zeit abgelaufen,0.67,19,6908.25,300.5,5,4,20250415-044513,,,,,,,,,,,,,,,,,,,
1057,kein_Terminated,Zeit abgelaufen,0.66,29,5720.75,300.5,8,3,20250415-044528,,,,,,,,,,,,,,,,,,,
1058,kein_Terminated,Zeit abgelaufen,0.48,94,-3176,300.5,8,3,20250415-044543,,,,,,,,,,,,,,,,,,,
1059,kein_Terminated,Zeit abgelaufen,0.34,284,-24126.5,300.5,8,6,20250415-044557,,,,,,,,,,,,,,,,,,,
1060,kein_Terminated,Zeit abgelaufen,0.46,113,-5426.25,300.5,8,6,20250415-044612,,,,,,,,,,,,,,,,,,,
1061,kein_Terminated,Zeit abgelaufen,0.5,128,-6441.5,300.5,8,0,20250415-044626,,,,,,,,,,,,,,,,,,,
1062,kein_Terminated,Zeit abgelaufen,0.35,341,-29813.25,300.5,8,0,20250415-044641,,,,,,,,,,,,,,,,,,,
1063,kein_Terminated,Zeit abgelaufen,0.56,37,3606.75,300.5,8,8,20250415-044656,,,,,,,,,,,,,,,,,,,
1064,kein_Terminated,Zeit abgelaufen,0.14,4,1447.5,300.5,15,9,20250415-044710,,,,,,,,,,,,,,,,,,,
1065,kein_Terminated,Zeit abgelaufen,0.27,265,-23260.25,300.5,15,9,20250415-044725,,,,,,,,,,,,,,,,,,,
1066,kein_Terminated,Zeit abgelaufen,0.36,121,-7540.25,300.5,15,9,20250415-044740,,,,,,,,,,,,,,,,,,,
1067,kein_Terminated,Zeit abgelaufen,0.35,63,-1864.75,300.5,15,9,20250415-044755,,,,,,,,,,,,,,,,,,,
1068,kein_Terminated,Zeit abgelaufen,0.22,41,-1312.25,300.5,15,7,20250415-044810,,,,,,,,,,,,,,,,,,,
1069,kein_Terminated,Zeit abgelaufen,0.3,17,2085.75,300.5,15,7,20250415-044825,,,,,,,,,,,,,,,,,,,
1070,kein_Terminated,Zeit abgelaufen,0.34,11,3226.25,300.5,15,4,20250415-044841,,,,,,,,,,,,,,,,,,,
1071,kein_Terminated,Zeit abgelaufen,0.55,13,5904.75,300.5,0,9,20250415-044855,,,,,,,,,,,,,,,,,,,
1072,kein_Terminated,Zeit abgelaufen,0.71,28,6433.5,300.5,0,9,20250415-044909,,,,,,,,,,,,,,,,,,,
1073,kein_Terminated,Zeit abgelaufen,0.52,43,2474.25,300.5,0,6,20250415-044924,,,,,,,,,,,,,,,,,,,
1074,kein_Terminated,Zeit abgelaufen,0.37,365,-31943.25,300.5,0,6,20250415-044938,,,,,,,,,,,,,,,,,,,
1075,kein_Terminated,Zeit abgelaufen,0.61,6,7334,300.5,0,2,20250415-044952,,,,,,,,,,,,,,,,,,,
1076,kein_Terminated,Zeit abgelaufen,0.73,25,6979.75,300.5,0,2,20250415-045007,,,,,,,,,,,,,,,,,,,
1077,kein_Terminated,Zeit abgelaufen,0.52,156,-8974.5,300.5,0,8,20250415-045021,,,,,,,,,,,,,,,,,,,
1078,kein_Terminated,Zeit abgelaufen,0.61,55,2437.25,300.5,0,4,20250415-045035,,,,,,,,,,,,,,,,,,,
1079,kein_Terminated,Zeit abgelaufen,0.59,108,-3230.5,300.5,0,4,20250415-045050,,,,,,,,,,,,,,,,,,,
13,kein_Terminated,Zeit abgelaufen,0.01,0,130.5,300.5,5,4,20250415-045115,,,,,,,,,,,,,,,,,,,
1080,kein_Terminated,Zeit abgelaufen,0.5,198,-13450,300.5,0,6,20250415-045118,,,,,,,,,,,,,,,,,,,
1081,kein_Terminated,Zeit abgelaufen,0.62,15,6591.25,300.5,0,6,20250415-045133,,,,,,,,,,,,,,,,,,,
1082,kein_Terminated,Zeit abgelaufen,0.62,86,-606,300.5,0,5,20250415-045147,,,,,,,,,,,,,,,,,,,
1083,kein_Terminated,Zeit abgelaufen,0.57,17,5697.75,300.5,0,5,20250415-045202,,,,,,,,,,,,,,,,,,,
1084,kein_Terminated,Zeit abgelaufen,0.69,12,7813.5,300.5,0,5,20250415-045216,,,,,,,,,,,,,,,,,,,
1085,kein_Terminated,Zeit abgelaufen,0.57,56,1736.5,300.5,8,5,20250415-045231,,,,,,,,,,,,,,,,,,,
1086,kein_Terminated,Zeit abgelaufen,0.44,273,-21682.25,300.5,8,5,20250415-045245,,,,,,,,,,,,,,,,,,,
1087,kein_Terminated,Zeit abgelaufen,0.29,18,1953,300.5,8,7,20250415-045300,,,,,,,,,,,,,,,,,,,
1088,kein_Terminated,Zeit abgelaufen,0.58,18,5693,300.5,8,7,20250415-045315,,,,,,,,,,,,,,,,,,,
1089,kein_Terminated,Zeit abgelaufen,0.49,9,5527.75,300.5,8,9,20250415-045329,,,,,,,,,,,,,,,,,,,
1090,kein_Terminated,Zeit abgelaufen,0.63,52,2967.5,300.5,8,9,20250415-045344,,,,,,,,,,,,,,,,,,,
1091,kein_Terminated,Zeit abgelaufen,0.59,40,3632.5,300.5,8,5,20250415-045359,,,,,,,,,,,,,,,,,,,
1092,kein_Terminated,Zeit abgelaufen,0.55,104,-3187.5,300.5,5,5,20250415-045413,,,,,,,,,,,,,,,,,,,
1093,kein_Terminated,Zeit abgelaufen,0.55,79,-744.75,300.5,5,5,20250415-045427,,,,,,,,,,,,,,,,,,,
1094,kein_Terminated,Zeit abgelaufen,0.58,109,-3335.25,300.5,5,8,20250415-045441,,,,,,,,,,,,,,,,,,,
1095,kein_Terminated,Zeit abgelaufen,0.62,7,7445.25,300.5,5,8,20250415-045455,,,,,,,,,,,,,,,,,,,
1096,kein_Terminated,Zeit abgelaufen,0.41,178,-12503,300.5,5,2,20250415-045510,,,,,,,,,,,,,,,,,,,
1097,kein_Terminated,Zeit abgelaufen,0.45,220,-16262.5,300.5,5,2,20250415-045524,,,,,,,,,,,,,,,,,,,
1098,kein_Terminated,Zeit abgelaufen,0.64,14,7044,300.5,5,0,20250415-045538,,,,,,,,,,,,,,,,,,,
1099,kein_Terminated,Zeit abgelaufen,0.63,2,8057,300.5,0,4,20250415-045553,,,,,,,,,,,,,,,,,,,
1100,kein_Terminated,Zeit abgelaufen,0.32,82,-4015,300.5,0,4,20250415-045607,,,,,,,,,,,,,,,,,,,
1101,kein_Terminated,Zeit abgelaufen,0.67,137,-5020.25,300.5,0,7,20250415-045621,,,,,,,,,,,,,,,,,,,
1102,kein_Terminated,Zeit abgelaufen,0.72,25,6859.75,300.5,0,7,20250415-045635,,,,,,,,,,,,,,,,,,,
1103,kein_Terminated,Zeit abgelaufen,0.68,20,6911.5,300.5,0,2,20250415-045650,,,,,,,,,,,,,,,,,,,
1104,kein_Terminated,Zeit abgelaufen,0.45,162,-10459,300.5,0,2,20250415-045704,,,,,,,,,,,,,,,,,,,
1105,kein_Terminated,Zeit abgelaufen,0.52,69,-193.25,300.5,0,8,20250415-045718,,,,,,,,,,,,,,,,,,,
1106,kein_Terminated,Zeit abgelaufen,0.58,16,5894.5,300.5,8,5,20250415-045733,,,,,,,,,,,,,,,,,,,
1107,kein_Terminated,Zeit abgelaufen,0.53,84,-1524.5,300.5,8,5,20250415-045748,,,,,,,,,,,,,,,,,,,
1108,kein_Terminated,Zeit abgelaufen,0.58,66,901,300.5,8,3,20250415-045802,,,,,,,,,,,,,,,,,,,
1109,kein_Terminated,Zeit abgelaufen,0.54,9,6131.75,300.5,8,3,20250415-045817,,,,,,,,,,,,,,,,,,,
1110,kein_Terminated,Zeit abgelaufen,0.34,41,283.75,300.5,8,6,20250415-045831,,,,,,,,,,,,,,,,,,,
1111,kein_Terminated,Zeit abgelaufen,0.52,67,20.25,300.5,8,6,20250415-045846,,,,,,,,,,,,,,,,,,,
