DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
184,kein_Terminated,Zeit abgelaufen,0.01,602,-60521.0,300.5,25,3,20250411-011740
185,kein_Terminated,Zeit abgelaufen,0.01,602,196.0,300.5,25,3,20250411-011808
186,kein_Terminated,Zeit abgelaufen,0.01,602,-9633.0,300.5,25,3,20250411-011835
187,kein_Terminated,Zeit abgelaufen,0.01,602,232.0,300.5,25,3,20250411-011903
188,kein_Terminated,Zeit abgelaufen,0.01,602,-60521.0,300.5,25,3,20250411-011937
189,kein_Terminated,Zeit abgelaufen,0.48,213,-7350.0,300.5,24,3,20250411-012001
190,kein_Terminated,Zeit abgelaufen,0.37,270,-12228.0,300.5,24,3,20250411-012024
191,kein_Terminated,Zeit abgelaufen,0.49,347,-16287.0,300.5,24,9,20250411-012049
192,kein_Terminated,Zeit abgelaufen,0.77,469,-28722.0,300.5,24,9,20250411-012113
193,kein_Terminated,Zeit abgelaufen,0.62,462,-33058.0,300.5,24,9,20250411-012139
194,kein_Terminated,Zeit abgelaufen,0.34,271,-12927.0,300.5,24,9,20250411-012204
195,kein_Terminated,Zeit abgelaufen,0.46,262,-8216.0,300.5,24,9,20250411-012227
196,kein_Terminated,Zeit abgelaufen,0.48,263,-9374.0,300.5,22,9,20250411-012250
197,kein_Terminated,Zeit abgelaufen,0.65,247,-5199.0,300.5,22,9,20250411-012312
198,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.8,258,-6564.5,230.0,22,0,20250411-012332
199,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.01,0,0.5,0.0,22,0,20250411-012338
200,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.8,280,-8787.0,282.5,22,0,20250411-012359
201,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.01,0,0.5,0.0,22,0,20250411-012404
202,kein_Terminated,Zeit abgelaufen,0.71,432,-22930.0,300.5,22,0,20250411-012427
203,kein_Terminated,Zeit abgelaufen,0.74,480,-31486.0,300.5,23,0,20250411-012452
